date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:59:42	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2023%20Aug%202025%2012:59:37%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/tera/www.googletagmanager.com/gtm5445.js	(from https://spi.bakusoku-shukatsu.jp/)
22:01:07	30777/30777	---MCZ	200	added ('OK')	text/css	etag:W/%227839-6338d070d9580%22	https://spi.bakusoku-shukatsu.jp/build/assets/app-CiUQVDEA.css	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/build/assets/app-CiUQVDEA.css	(from https://spi.bakusoku-shukatsu.jp/exam/select-mode)
22:03:08	14087/14087	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:08%20GMT	https://spi.bakusoku-shukatsu.jp/exam/select-category/easy	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/select-category/easy.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-mode)
22:03:08	13509/13509	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:08%20GMT	https://spi.bakusoku-shukatsu.jp/exam/select-category/full	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/select-category/full.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-mode)
22:03:09	2270/2270	---MCZ	200	added ('OK')	text/css	etag:W/%228de-63a093171dbdd%22	https://spi.bakusoku-shukatsu.jp/css/common.css	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/css/common.css	(from https://spi.bakusoku-shukatsu.jp/lp)
22:03:09	8064/8064	---MCZ	200	added ('OK')	text/css	etag:W/%221f80-636efdf145800%22	https://spi.bakusoku-shukatsu.jp/css/lp.css	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/css/lp.css	(from https://spi.bakusoku-shukatsu.jp/lp)
22:03:09	15526/15526	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:09%20GMT	https://spi.bakusoku-shukatsu.jp/register/degree	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/register/degree.html	(from https://spi.bakusoku-shukatsu.jp/lp)
22:03:09	7688/7688	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:09%20GMT	https://spi.bakusoku-shukatsu.jp/company	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/company.html	(from https://spi.bakusoku-shukatsu.jp/lp)
22:03:10	18141/18141	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:09%20GMT	https://spi.bakusoku-shukatsu.jp/privacy	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/privacy.html	(from https://spi.bakusoku-shukatsu.jp/lp)
22:03:10	1576/1576	---M--	200	added ('OK')	image/png	etag:%22628-63622838b5b00%22	https://spi.bakusoku-shukatsu.jp/images/v43_30.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v43_30.png	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:10	1187710/1187710	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22121f7e-636227ca15600%22	https://spi.bakusoku-shukatsu.jp/images/v1_154.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v1_154.png	(from https://spi.bakusoku-shukatsu.jp/)
22:03:10	35056/35056	---MCZ	200	added ('OK')	application/javascript	etag:W/%2288f0-6338d070d9580%22	https://spi.bakusoku-shukatsu.jp/build/assets/app-eMHK6VFw.js	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/build/assets/app-eMHK6VFw.js	(from https://spi.bakusoku-shukatsu.jp/exam/select-mode)
22:03:10	1576/1576	---M--	200	added ('OK')	image/png	etag:%22628-63622838b5b00%22	https://spi.bakusoku-shukatsu.jp/images/v43_31.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v43_31.png	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:10	1576/1576	---M--	200	added ('OK')	image/png	etag:%22628-63622838b5b00%22	https://spi.bakusoku-shukatsu.jp/images/v43_32.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v43_32.png	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:11	522/522	---MC-	302	error ('Found')	text/html	date:Sat,%2023%20Aug%202025%2013:03:10%20GMT	https://spi.bakusoku-shukatsu.jp/exam/start-easy/lang	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/start-easy/lang	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:11	14091/14091	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:10%20GMT	https://spi.bakusoku-shukatsu.jp/exam/pre-exam/easy_10?easy_exam=true	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/pre-exam/easy_1000f6.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:11	522/522	---MC-	302	error ('Found')	text/html	date:Sat,%2023%20Aug%202025%2013:03:11%20GMT	https://spi.bakusoku-shukatsu.jp/exam/start-easy/non_lang	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/start-easy/non_lang	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:11	14094/14094	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:11%20GMT	https://spi.bakusoku-shukatsu.jp/exam/pre-exam/easy_11?easy_exam=true	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/pre-exam/easy_1100f6.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:11	522/522	---MC-	302	error ('Found')	text/html	date:Sat,%2023%20Aug%202025%2013:03:11%20GMT	https://spi.bakusoku-shukatsu.jp/exam/start-easy/eng	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/start-easy/eng	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:12	14091/14091	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:11%20GMT	https://spi.bakusoku-shukatsu.jp/exam/pre-exam/easy_12?easy_exam=true	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/pre-exam/easy_1200f6.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/easy)
22:03:12	514/514	---MC-	302	error ('Found')	text/html	date:Sat,%2023%20Aug%202025%2013:03:12%20GMT	https://spi.bakusoku-shukatsu.jp/exam/start-category/lang	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/start-category/lang	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/full)
22:03:12	13956/13956	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:12%20GMT	https://spi.bakusoku-shukatsu.jp/exam/pre-exam/8?from_category=true	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/pre-exam/8c8cf.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/full)
22:03:12	518/518	---MC-	302	error ('Found')	text/html	date:Sat,%2023%20Aug%202025%2013:03:12%20GMT	https://spi.bakusoku-shukatsu.jp/exam/start-category/non_lang	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/start-category/non_lang	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/full)
22:03:13	13960/13960	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:12%20GMT	https://spi.bakusoku-shukatsu.jp/exam/pre-exam/13?from_category=true	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/pre-exam/13c8cf.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/full)
22:03:13	514/514	---MC-	302	error ('Found')	text/html	date:Sat,%2023%20Aug%202025%2013:03:13%20GMT	https://spi.bakusoku-shukatsu.jp/exam/start-category/eng	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/start-category/eng	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/full)
22:03:13	13956/13956	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:13%20GMT	https://spi.bakusoku-shukatsu.jp/exam/pre-exam/4?from_category=true	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/exam/pre-exam/4c8cf.html	(from https://spi.bakusoku-shukatsu.jp/exam/select-category/full)
22:03:13	10291/10291	---M--	200	added ('OK')	image/png	etag:%222833-636227ca15600%22	https://spi.bakusoku-shukatsu.jp/images/v5_54.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v5_54.png	(from https://spi.bakusoku-shukatsu.jp/css/lp.css)
22:03:14	358331/358331	---M--	200	added ('OK')	image/png	etag:%22577bb-636227ca15600%22	https://spi.bakusoku-shukatsu.jp/images/v5_31.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v5_31.png	(from https://spi.bakusoku-shukatsu.jp/css/lp.css)
22:03:14	4095/4095	---M--	200	added ('OK')	image/png	etag:%22fff-636227ca15600%22	https://spi.bakusoku-shukatsu.jp/images/v5_50.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v5_50.png	(from https://spi.bakusoku-shukatsu.jp/css/lp.css)
22:03:14	4177/4177	---M--	200	added ('OK')	image/png	etag:%221051-636227ca15600%22	https://spi.bakusoku-shukatsu.jp/images/v5_23.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v5_23.png	(from https://spi.bakusoku-shukatsu.jp/css/lp.css)
22:03:14	10291/10291	---M--	200	added ('OK')	image/png	etag:%222833-636227ca15600%22	https://spi.bakusoku-shukatsu.jp/images/v5_51.png	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/images/v5_51.png	(from https://spi.bakusoku-shukatsu.jp/css/lp.css)
22:03:15	12557/12557	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:14%20GMT	https://spi.bakusoku-shukatsu.jp/login	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/login.html	(from https://spi.bakusoku-shukatsu.jp/register/degree)
22:03:15	438/438	---MC-	302	error ('Found')	text/html	date:Sat,%2023%20Aug%202025%2013:03:15%20GMT	https://spi.bakusoku-shukatsu.jp/register	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/register	(from https://spi.bakusoku-shukatsu.jp/login)
22:03:16	11704/11704	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Aug%202025%2013:03:15%20GMT	https://spi.bakusoku-shukatsu.jp/password/reset	C:/My%20Web%20Sites/tera/spi.bakusoku-shukatsu.jp/password/reset.html	(from https://spi.bakusoku-shukatsu.jp/login)
